customer_id,order_date,order_value
CUST_03831,2024-04-13,76.15
CUST_00696,2024-04-13,27.54
CUST_00917,2024-04-13,26.04
CUST_02550,2024-04-13,14.32
CUST_00023,2024-04-13,6.91
CUST_00567,2024-04-13,25.07
CUST_00773,2024-04-13,19.57
CUST_02331,2024-04-13,5.86
CUST_03126,2024-04-14,20.89
CUST_03240,2024-04-14,32.33
CUST_02610,2024-04-14,9.96
CUST_03919,2024-04-14,39.61
CUST_02707,2024-04-14,7.5
CUST_00591,2024-04-14,11.47
CUST_03686,2024-04-14,6.46
CUST_04128,2024-04-14,216.87
CUST_03218,2024-04-14,32.23
CUST_03821,2024-04-14,9.22
CUST_02071,2024-04-14,4.0
CUST_00385,2024-04-14,55.32
CUST_01721,2024-04-14,27.56
CUST_00544,2024-04-14,17.71
CUST_00866,2024-04-14,3.24
CUST_02696,2024-04-14,11.14
CUST_03930,2024-04-14,28.92
CUST_03548,2024-04-14,4.79
CUST_01271,2024-04-14,9.31
CUST_02945,2024-04-14,101.34
CUST_04555,2024-04-14,21.88
CUST_01101,2024-04-14,7.16
CUST_01357,2024-04-14,15.7
CUST_01680,2024-04-14,81.15
CUST_04189,2024-04-14,8.13
CUST_04610,2024-04-14,36.81
CUST_01978,2024-04-15,16.33
CUST_02539,2024-04-15,77.14
CUST_02895,2024-04-15,14.13
CUST_04172,2024-04-15,51.43
CUST_02921,2024-04-15,10.18
CUST_04098,2024-04-15,4.03
CUST_02964,2024-04-15,42.95
CUST_01164,2024-04-15,41.79
CUST_04994,2024-04-15,3.9
CUST_01656,2024-04-15,3.13
CUST_01846,2024-04-15,186.65
CUST_01686,2024-04-15,152.21
CUST_03075,2024-04-15,7.37
CUST_00793,2024-04-15,9.37
CUST_02881,2024-04-15,50.2
CUST_03132,2024-04-15,75.76
CUST_00578,2024-04-15,39.15
CUST_04584,2024-04-15,9.33
CUST_02351,2024-04-15,10.84
CUST_02413,2024-04-15,6.73
CUST_01717,2024-04-15,17.36
CUST_00729,2024-04-15,3.12
CUST_00395,2024-04-15,5.38
CUST_02367,2024-04-15,2.63
CUST_02357,2024-04-15,27.04
CUST_03503,2024-04-15,22.91
CUST_02234,2024-04-15,9.97
CUST_02638,2024-04-16,4.32
CUST_04936,2024-04-16,3.34
CUST_00063,2024-04-16,48.49
CUST_02737,2024-04-16,23.82
CUST_00630,2024-04-16,16.33
CUST_02063,2024-04-16,27.64
CUST_04133,2024-04-16,15.17
CUST_04131,2024-04-16,28.02
CUST_01322,2024-04-16,29.74
CUST_03340,2024-04-16,677.2
CUST_00659,2024-04-16,9.01
CUST_04767,2024-04-16,16.18
CUST_04735,2024-04-16,13.93
CUST_02873,2024-04-16,13.57
CUST_00621,2024-04-16,66.78
CUST_04623,2024-04-16,21.49
CUST_00650,2024-04-16,24.21
CUST_04735,2024-04-16,26.57
CUST_01372,2024-04-16,26.89
CUST_02830,2024-04-16,12.76
CUST_03673,2024-04-16,18.3
CUST_01224,2024-04-16,14.38
CUST_04104,2024-04-16,6.6
CUST_04584,2024-04-16,15.57
CUST_02539,2024-04-17,23.02
CUST_01656,2024-04-17,54.11
CUST_04483,2024-04-17,32.49
CUST_03320,2024-04-17,46.23
CUST_04033,2024-04-17,34.46
CUST_04260,2024-04-17,4.04
CUST_04141,2024-04-17,2.7
CUST_00773,2024-04-17,22.57
CUST_02748,2024-04-17,4.59
CUST_02638,2024-04-17,15.34
CUST_02047,2024-04-17,22.51
CUST_02103,2024-04-17,9.84
CUST_02610,2024-04-17,22.77
CUST_00272,2024-04-17,5.34
CUST_02135,2024-04-17,17.81
CUST_02539,2024-04-17,30.57
CUST_04919,2024-04-17,3.62
CUST_04727,2024-04-17,16.06
CUST_00873,2024-04-17,33.7
CUST_00928,2024-04-17,11.6
CUST_00411,2024-04-17,24.47
CUST_03245,2024-04-17,62.26
CUST_04999,2024-04-18,1.0
CUST_02917,2024-04-18,12.09
CUST_04584,2024-04-18,32.23
CUST_02728,2024-04-18,24.22
CUST_04873,2024-04-18,180.82
CUST_04300,2024-04-18,54.0
CUST_01528,2024-04-18,43.29
CUST_01785,2024-04-18,36.06
CUST_00598,2024-04-18,15.54
CUST_02318,2024-04-18,41.97
CUST_01504,2024-04-18,90.64
CUST_03329,2024-04-18,37.92
CUST_04137,2024-04-18,4.36
CUST_02124,2024-04-18,15.16
CUST_04125,2024-04-18,12.88
CUST_04699,2024-04-18,8.47
CUST_04519,2024-04-18,62.99
CUST_04726,2024-04-19,49.49
CUST_04189,2024-04-19,91.62
CUST_01532,2024-04-19,16.73
CUST_01051,2024-04-19,37.49
CUST_04725,2024-04-19,15.58
CUST_01047,2024-04-19,23.41
CUST_02603,2024-04-19,50.49
CUST_02482,2024-04-19,31.36
CUST_00149,2024-04-19,166.06
CUST_00306,2024-04-19,26.33
CUST_04114,2024-04-19,8.7
CUST_02873,2024-04-19,21.74
CUST_03562,2024-04-19,27.37
CUST_01898,2024-04-19,82.28
CUST_03988,2024-04-19,53.83
CUST_00970,2024-04-19,27.44
CUST_02226,2024-04-19,17.41
CUST_02667,2024-04-19,2.32
CUST_03300,2024-04-19,6.92
CUST_00275,2024-04-19,13.83
CUST_02299,2024-04-19,16.64
CUST_00435,2024-04-19,6.58
CUST_00824,2024-04-19,8.71
CUST_02672,2024-04-19,30.84
CUST_01260,2024-04-20,16.27
CUST_02204,2024-04-20,61.5
CUST_04402,2024-04-20,6.52
CUST_00065,2024-04-20,20.55
CUST_03328,2024-04-20,14.59
CUST_00149,2024-04-20,44.96
CUST_01089,2024-04-20,17.29
CUST_00144,2024-04-20,9.77
CUST_03583,2024-04-20,4.02
CUST_04141,2024-04-20,39.74
CUST_03096,2024-04-20,18.47
CUST_04834,2024-04-20,20.29
CUST_00587,2024-04-20,19.38
CUST_01909,2024-04-20,19.34
CUST_04189,2024-04-20,29.68
CUST_04975,2024-04-20,16.91
CUST_03688,2024-04-20,118.61
CUST_00853,2024-04-20,49.77
CUST_02480,2024-04-20,22.18
CUST_04391,2024-04-20,23.98
CUST_01554,2024-04-21,24.88
CUST_02284,2024-04-21,43.31
CUST_00345,2024-04-21,17.97
CUST_01772,2024-04-21,3.55
CUST_02705,2024-04-21,27.89
CUST_01560,2024-04-21,12.17
CUST_03661,2024-04-21,8.11
CUST_02235,2024-04-21,79.09
CUST_04243,2024-04-21,69.28
CUST_03064,2024-04-21,11.54
CUST_04771,2024-04-21,50.95
CUST_02703,2024-04-21,18.07
CUST_00159,2024-04-21,6.61
CUST_01206,2024-04-21,3.36
CUST_03221,2024-04-21,4.62
CUST_00161,2024-04-21,7.08
CUST_01412,2024-04-21,153.02
CUST_02810,2024-04-21,4.3
CUST_03691,2024-04-21,9.7
CUST_01704,2024-04-21,45.87
CUST_04244,2024-04-21,6.1
CUST_04812,2024-04-21,66.29
CUST_02806,2024-04-22,28.78
CUST_04189,2024-04-22,155.37
CUST_00639,2024-04-22,38.32
CUST_04776,2024-04-22,18.33
CUST_02305,2024-04-22,6.76
CUST_03941,2024-04-22,36.56
CUST_04145,2024-04-22,47.03
CUST_02301,2024-04-22,29.74
CUST_03585,2024-04-22,19.63
CUST_04994,2024-04-22,28.09
CUST_03869,2024-04-22,31.43
CUST_00630,2024-04-22,54.09
CUST_01845,2024-04-22,18.12
CUST_00099,2024-04-22,29.23
CUST_02539,2024-04-22,21.83
CUST_04300,2024-04-22,49.75
CUST_04300,2024-04-22,28.31
CUST_00906,2024-04-22,24.78
CUST_01211,2024-04-22,3.41
CUST_03574,2024-04-22,16.53
CUST_02413,2024-04-22,3.69
CUST_04519,2024-04-22,44.87
CUST_02667,2024-04-22,48.65
CUST_03931,2024-04-22,11.86
CUST_03383,2024-04-22,1.0
CUST_04822,2024-04-22,8.67
CUST_04244,2024-04-22,16.1
CUST_02539,2024-04-22,8.57
CUST_03658,2024-04-22,37.22
CUST_04899,2024-04-23,27.27
CUST_02539,2024-04-23,30.15
CUST_02806,2024-04-23,22.55
CUST_00356,2024-04-23,41.13
CUST_00643,2024-04-23,14.39
CUST_03669,2024-04-23,91.04
CUST_04689,2024-04-23,10.18
CUST_01155,2024-04-23,19.12
CUST_04252,2024-04-23,15.27
CUST_03418,2024-04-23,23.98
CUST_01639,2024-04-23,28.34
CUST_03526,2024-04-23,4.57
CUST_02482,2024-04-23,9.11
CUST_01356,2024-04-23,3.86
CUST_04939,2024-04-23,15.32
CUST_02828,2024-04-23,44.35
CUST_04713,2024-04-23,17.07
CUST_03725,2024-04-23,30.88
CUST_04742,2024-04-23,10.76
CUST_03245,2024-04-23,20.86
CUST_00767,2024-04-23,27.89
CUST_02529,2024-04-23,74.08
CUST_04620,2024-04-23,4.98
CUST_04378,2024-04-24,128.18
CUST_03584,2024-04-24,9.44
CUST_01454,2024-04-24,68.61
CUST_00432,2024-04-24,59.64
CUST_00504,2024-04-24,5.71
CUST_02996,2024-04-24,39.98
CUST_01778,2024-04-24,13.94
CUST_04970,2024-04-24,33.94
CUST_00008,2024-04-24,3.61
CUST_00048,2024-04-24,39.04
CUST_01375,2024-04-24,18.2
CUST_00643,2024-04-24,23.94
CUST_01094,2024-04-24,18.25
CUST_03867,2024-04-24,9.48
CUST_01170,2024-04-24,22.05
CUST_03119,2024-04-24,55.96
CUST_04873,2024-04-24,27.25
CUST_03520,2024-04-24,22.32
CUST_02656,2024-04-24,15.47
CUST_02413,2024-04-24,19.46
CUST_01126,2024-04-24,21.62
CUST_03997,2024-04-24,7.43
CUST_00652,2024-04-24,25.64
CUST_01835,2024-04-25,14.95
CUST_00161,2024-04-25,24.38
CUST_02812,2024-04-25,25.04
CUST_04365,2024-04-25,7.34
CUST_02368,2024-04-25,39.24
CUST_03456,2024-04-25,65.84
CUST_00060,2024-04-25,7.9
CUST_04210,2024-04-25,139.21
CUST_03866,2024-04-25,46.4
CUST_04300,2024-04-25,89.09
CUST_04323,2024-04-25,52.13
CUST_04391,2024-04-25,16.64
CUST_01404,2024-04-25,4.37
CUST_02595,2024-04-25,33.71
CUST_02707,2024-04-25,13.11
CUST_01425,2024-04-25,36.82
CUST_00206,2024-04-25,96.41
CUST_02075,2024-04-25,148.97
CUST_04300,2024-04-25,18.24
CUST_03668,2024-04-26,4.09
CUST_01260,2024-04-26,43.36
CUST_00462,2024-04-26,27.89
CUST_03729,2024-04-26,39.15
CUST_04519,2024-04-26,74.33
CUST_04519,2024-04-26,3.47
CUST_02503,2024-04-26,41.38
CUST_03327,2024-04-26,22.96
CUST_02654,2024-04-26,42.92
CUST_03988,2024-04-26,55.09
CUST_04111,2024-04-26,13.3
CUST_02156,2024-04-26,6.73
CUST_00170,2024-04-26,20.97
CUST_03668,2024-04-26,21.5
CUST_00571,2024-04-26,4.65
CUST_04677,2024-04-26,45.22
CUST_04677,2024-04-26,55.83
CUST_03988,2024-04-26,282.27
CUST_04189,2024-04-26,14.61
CUST_04410,2024-04-26,1.5
CUST_00209,2024-04-26,138.47
CUST_00385,2024-04-26,9.9
CUST_02913,2024-04-26,11.95
CUST_01272,2024-04-26,7.74
CUST_00658,2024-04-26,12.51
CUST_01347,2024-04-26,65.58
CUST_03116,2024-04-26,11.31
CUST_00500,2024-04-26,18.51
CUST_01656,2024-04-26,7.88
CUST_00333,2024-04-26,3.26
CUST_01148,2024-04-27,27.05
CUST_02539,2024-04-27,13.07
CUST_03869,2024-04-27,9.41
CUST_01068,2024-04-27,3.85
CUST_04877,2024-04-27,40.36
CUST_04848,2024-04-27,15.75
CUST_02928,2024-04-27,5.14
CUST_02579,2024-04-27,32.34
CUST_00232,2024-04-27,52.34
CUST_02590,2024-04-27,19.76
CUST_01065,2024-04-27,69.04
CUST_03753,2024-04-27,31.4
CUST_01114,2024-04-27,24.21
CUST_02369,2024-04-27,16.47
CUST_03727,2024-04-27,22.27
CUST_01028,2024-04-27,55.6
CUST_02539,2024-04-27,27.59
CUST_00382,2024-04-27,12.12
CUST_01656,2024-04-27,6.64
CUST_02748,2024-04-27,8.32
CUST_01772,2024-04-27,79.17
CUST_00188,2024-04-28,49.78
CUST_01846,2024-04-28,93.07
CUST_04098,2024-04-28,7.61
CUST_02576,2024-04-28,10.17
CUST_03783,2024-04-28,4.75
CUST_00009,2024-04-28,89.87
CUST_04098,2024-04-28,15.24
CUST_04593,2024-04-28,42.96
CUST_02518,2024-04-28,6.48
CUST_03098,2024-04-28,51.53
CUST_04321,2024-04-28,30.57
CUST_03650,2024-04-28,15.01
CUST_00143,2024-04-28,23.74
CUST_00876,2024-04-28,67.45
CUST_04926,2024-04-28,8.91
CUST_03046,2024-04-28,40.84
CUST_02703,2024-04-28,4.38
CUST_03890,2024-04-28,20.88
CUST_01051,2024-04-28,8.81
CUST_04519,2024-04-28,12.37
CUST_04460,2024-04-28,10.69
CUST_03592,2024-04-28,71.87
CUST_03580,2024-04-28,58.89
CUST_01549,2024-04-28,8.57
CUST_01234,2024-04-28,16.15
CUST_00946,2024-04-28,30.23
CUST_03536,2024-04-28,58.45
CUST_00724,2024-04-28,11.77
CUST_04795,2024-04-28,16.32
CUST_03054,2024-04-29,30.65
CUST_01066,2024-04-29,8.08
CUST_04067,2024-04-29,2.08
CUST_03466,2024-04-29,89.02
CUST_02703,2024-04-29,12.38
CUST_02529,2024-04-29,27.7
CUST_02216,2024-04-29,79.5
CUST_02782,2024-04-29,10.3
CUST_02900,2024-04-29,57.06
CUST_04228,2024-04-29,29.34
CUST_02166,2024-04-29,19.44
CUST_02529,2024-04-29,2.63
CUST_02413,2024-04-29,7.72
CUST_03391,2024-04-29,5.71
CUST_02812,2024-04-29,5.85
CUST_03368,2024-04-29,35.96
CUST_03919,2024-04-29,10.52
CUST_01017,2024-04-29,14.88
CUST_02727,2024-04-29,18.02
CUST_01532,2024-04-29,10.04
CUST_04999,2024-04-29,26.58
CUST_00676,2024-04-29,3.6
CUST_04675,2024-04-30,20.03
CUST_03300,2024-04-30,35.84
CUST_04059,2024-04-30,12.5
CUST_04109,2024-04-30,5.91
CUST_02832,2024-04-30,4.22
CUST_04241,2024-04-30,26.29
CUST_03869,2024-04-30,40.63
CUST_00982,2024-04-30,18.78
CUST_00975,2024-04-30,222.86
CUST_01079,2024-04-30,6.06
CUST_04860,2024-04-30,2.44
CUST_04074,2024-04-30,10.5
CUST_01026,2024-04-30,10.56
CUST_02413,2024-04-30,50.8
CUST_02691,2024-04-30,44.49
CUST_00974,2024-04-30,13.7
CUST_00082,2024-04-30,48.41
CUST_03040,2024-04-30,11.04
CUST_01861,2024-04-30,14.9
CUST_02014,2024-04-30,35.62
CUST_02064,2024-04-30,74.59
CUST_02563,2024-05-01,15.71
CUST_03797,2024-05-01,23.65
CUST_02759,2024-05-01,37.12
CUST_01400,2024-05-01,2.84
CUST_02833,2024-05-01,8.69
CUST_04338,2024-05-01,9.67
CUST_01114,2024-05-01,61.11
CUST_04915,2024-05-01,13.37
CUST_04111,2024-05-01,6.7
CUST_03019,2024-05-01,2.85
CUST_02485,2024-05-01,105.65
CUST_01519,2024-05-01,16.85
CUST_02993,2024-05-01,4.48
CUST_01686,2024-05-01,36.83
CUST_02308,2024-05-01,31.05
CUST_03950,2024-05-01,11.16
CUST_00133,2024-05-01,18.53
CUST_02413,2024-05-01,15.16
CUST_02242,2024-05-01,40.26
CUST_00862,2024-05-01,11.13
CUST_00264,2024-05-02,7.84
CUST_01159,2024-05-02,10.35
CUST_04621,2024-05-02,20.04
CUST_00243,2024-05-02,50.4
CUST_03961,2024-05-02,27.77
CUST_01017,2024-05-02,15.32
CUST_03381,2024-05-02,1.4
CUST_00471,2024-05-02,55.4
CUST_01260,2024-05-02,6.44
CUST_04594,2024-05-02,48.51
CUST_01553,2024-05-02,53.92
CUST_02364,2024-05-02,23.77
CUST_00321,2024-05-02,37.89
CUST_01130,2024-05-02,47.47
CUST_02975,2024-05-02,12.2
CUST_03296,2024-05-02,8.02
CUST_02024,2024-05-02,2.98
CUST_03783,2024-05-02,106.7
CUST_04563,2024-05-02,24.42
CUST_04886,2024-05-02,86.79
CUST_03017,2024-05-02,15.29
CUST_01401,2024-05-03,12.4
CUST_04872,2024-05-03,23.37
CUST_04998,2024-05-03,27.72
CUST_04519,2024-05-03,31.54
CUST_04708,2024-05-03,9.64
CUST_01654,2024-05-03,7.65
CUST_01786,2024-05-03,34.01
CUST_03232,2024-05-03,28.25
CUST_01737,2024-05-03,80.25
CUST_04281,2024-05-03,31.97
CUST_01114,2024-05-03,5.21
CUST_00728,2024-05-03,5.86
CUST_01137,2024-05-03,212.91
CUST_04994,2024-05-03,17.8
CUST_04101,2024-05-03,27.01
CUST_00333,2024-05-03,16.81
CUST_03808,2024-05-03,21.64
CUST_01844,2024-05-03,29.04
CUST_02494,2024-05-03,29.16
CUST_02703,2024-05-03,12.33
CUST_00909,2024-05-03,15.54
CUST_00830,2024-05-03,15.61
CUST_02482,2024-05-03,62.59
CUST_03783,2024-05-03,27.88
CUST_02301,2024-05-04,126.55
CUST_04725,2024-05-04,10.55
CUST_01170,2024-05-04,9.23
CUST_02243,2024-05-04,5.12
CUST_02208,2024-05-04,8.0
CUST_01733,2024-05-04,5.92
CUST_00071,2024-05-04,17.43
CUST_01800,2024-05-04,73.08
CUST_00676,2024-05-04,23.98
CUST_01683,2024-05-04,18.68
CUST_01854,2024-05-04,13.33
CUST_04340,2024-05-04,9.84
CUST_01357,2024-05-04,17.94
CUST_03812,2024-05-04,10.27
CUST_02138,2024-05-04,19.85
CUST_00134,2024-05-04,59.26
CUST_02512,2024-05-04,13.92
CUST_04835,2024-05-04,16.78
CUST_04189,2024-05-04,4.02
CUST_00974,2024-05-05,32.86
CUST_03217,2024-05-05,9.48
CUST_03813,2024-05-05,3.73
CUST_03783,2024-05-05,11.88
CUST_01354,2024-05-05,8.75
CUST_03751,2024-05-05,1.12
CUST_04915,2024-05-05,9.71
CUST_01114,2024-05-05,3.5
CUST_00336,2024-05-05,1.66
CUST_02324,2024-05-05,26.46
CUST_03783,2024-05-05,3.68
CUST_03599,2024-05-05,13.64
CUST_03268,2024-05-05,4.52
CUST_02100,2024-05-05,12.12
CUST_02269,2024-05-05,30.27
CUST_00639,2024-05-05,1.0
CUST_04807,2024-05-05,39.28
CUST_02539,2024-05-05,36.74
CUST_03757,2024-05-05,105.66
CUST_03063,2024-05-05,35.45
CUST_00048,2024-05-05,43.59
CUST_04170,2024-05-05,10.73
CUST_02413,2024-05-05,27.35
CUST_02240,2024-05-05,17.43
CUST_02413,2024-05-05,78.85
CUST_04271,2024-05-05,29.67
CUST_00973,2024-05-06,52.14
CUST_02991,2024-05-06,45.78
CUST_01721,2024-05-06,9.08
CUST_04136,2024-05-06,9.97
CUST_01186,2024-05-06,17.87
CUST_02550,2024-05-06,54.09
CUST_00094,2024-05-06,3.96
CUST_03526,2024-05-06,9.06
CUST_03320,2024-05-06,62.6
CUST_01693,2024-05-06,3.26
CUST_02690,2024-05-06,12.56
CUST_02667,2024-05-06,31.74
CUST_00705,2024-05-06,41.03
CUST_04824,2024-05-06,17.66
CUST_01767,2024-05-06,5.23
CUST_02651,2024-05-06,23.98
CUST_03237,2024-05-06,8.96
CUST_02707,2024-05-06,8.3
CUST_00605,2024-05-07,2.35
CUST_02430,2024-05-07,10.73
CUST_02966,2024-05-07,22.51
CUST_03867,2024-05-07,23.69
CUST_00385,2024-05-07,24.36
CUST_04108,2024-05-07,22.37
CUST_03779,2024-05-07,39.15
CUST_02250,2024-05-07,5.73
CUST_04391,2024-05-07,21.02
CUST_03711,2024-05-07,10.64
CUST_00333,2024-05-07,8.56
CUST_01381,2024-05-07,9.52
CUST_04215,2024-05-07,21.88
CUST_03864,2024-05-07,54.42
CUST_04205,2024-05-07,49.44
CUST_01273,2024-05-07,2.71
CUST_01573,2024-05-08,31.01
CUST_04700,2024-05-08,17.3
CUST_00680,2024-05-08,5.97
CUST_03270,2024-05-08,8.66
CUST_04562,2024-05-08,14.4
CUST_04300,2024-05-08,56.86
CUST_01552,2024-05-08,9.55
CUST_03766,2024-05-08,48.02
CUST_01792,2024-05-08,16.6
CUST_02890,2024-05-08,24.86
CUST_00158,2024-05-08,20.67
CUST_00574,2024-05-08,18.66
CUST_00794,2024-05-08,33.96
CUST_02239,2024-05-08,7.49
CUST_04155,2024-05-08,20.08
CUST_03063,2024-05-08,8.49
CUST_00466,2024-05-08,27.29
CUST_03705,2024-05-08,11.87
CUST_02668,2024-05-08,68.29
CUST_04741,2024-05-08,16.04
CUST_01715,2024-05-08,16.96
CUST_01394,2024-05-08,20.04
CUST_02206,2024-05-08,18.33
CUST_02703,2024-05-09,17.86
CUST_01775,2024-05-09,40.53
CUST_03668,2024-05-09,12.54
CUST_02710,2024-05-09,51.29
CUST_02272,2024-05-09,17.35
CUST_02672,2024-05-09,8.6
CUST_02506,2024-05-09,1.0
CUST_04557,2024-05-09,2.62
CUST_00537,2024-05-09,18.87
CUST_03987,2024-05-09,3.44
CUST_04246,2024-05-09,30.62
CUST_02686,2024-05-09,6.89
CUST_02707,2024-05-09,77.38
CUST_01614,2024-05-09,3.36
CUST_00877,2024-05-09,22.0
CUST_04651,2024-05-09,228.81
CUST_01604,2024-05-09,7.84
CUST_03732,2024-05-09,108.98
CUST_03063,2024-05-09,26.84
CUST_03919,2024-05-09,19.39
CUST_02823,2024-05-09,43.52
CUST_04593,2024-05-09,46.78
CUST_04114,2024-05-09,33.06
CUST_02849,2024-05-09,2.11
CUST_01656,2024-05-09,19.24
CUST_04281,2024-05-09,44.37
CUST_04141,2024-05-09,19.32
CUST_02848,2024-05-09,38.18
CUST_04308,2024-05-09,28.05
CUST_03543,2024-05-09,7.93
CUST_00010,2024-05-10,27.0
CUST_03988,2024-05-10,24.82
CUST_01922,2024-05-10,121.14
CUST_00185,2024-05-10,10.8
CUST_04651,2024-05-10,15.08
CUST_03919,2024-05-10,19.7
CUST_04832,2024-05-10,60.97
CUST_01594,2024-05-10,118.61
CUST_04292,2024-05-10,11.71
CUST_04557,2024-05-10,13.85
CUST_01270,2024-05-10,17.07
CUST_04798,2024-05-10,23.52
CUST_02252,2024-05-10,71.5
CUST_01499,2024-05-10,3.11
CUST_03327,2024-05-10,13.75
CUST_01073,2024-05-11,127.21
CUST_02980,2024-05-11,11.38
CUST_00813,2024-05-11,40.48
CUST_04855,2024-05-11,19.0
CUST_03961,2024-05-11,46.79
CUST_02415,2024-05-11,2.16
CUST_02044,2024-05-11,35.7
CUST_03054,2024-05-11,2.8
CUST_02703,2024-05-11,22.69
CUST_00948,2024-05-11,15.26
CUST_04823,2024-05-11,14.99
CUST_03905,2024-05-11,11.93
CUST_03814,2024-05-11,65.13
CUST_04027,2024-05-11,62.5
CUST_04408,2024-05-11,32.12
CUST_03752,2024-05-11,3.03
CUST_02006,2024-05-11,27.49
CUST_01573,2024-05-11,112.66
CUST_00069,2024-05-11,22.52
CUST_03216,2024-05-11,25.84
CUST_04572,2024-05-11,18.15
CUST_02568,2024-05-11,4.03
CUST_01195,2024-05-11,18.1
CUST_04623,2024-05-11,14.96
CUST_01155,2024-05-11,48.17
CUST_03279,2024-05-11,57.09
CUST_03744,2024-05-11,20.2
CUST_00379,2024-05-11,8.74
CUST_00417,2024-05-11,20.7
CUST_04250,2024-05-11,26.02
CUST_00766,2024-05-11,50.67
CUST_02427,2024-05-12,18.79
CUST_00150,2024-05-12,5.3
CUST_03276,2024-05-12,117.6
CUST_04347,2024-05-12,104.38
CUST_04300,2024-05-12,14.26
CUST_00770,2024-05-12,11.59
CUST_03063,2024-05-12,121.3
CUST_00192,2024-05-12,54.03
CUST_00084,2024-05-12,15.08
CUST_04885,2024-05-12,5.8
CUST_03691,2024-05-12,39.12
CUST_01291,2024-05-12,70.61
CUST_02583,2024-05-12,14.83
CUST_04117,2024-05-12,37.73
CUST_04678,2024-05-12,66.96
CUST_04429,2024-05-12,38.1
CUST_04999,2024-05-12,21.72
CUST_00617,2024-05-12,23.7
CUST_02966,2024-05-12,2.02
CUST_01605,2024-05-12,11.3
CUST_04896,2024-05-13,11.09
CUST_04999,2024-05-13,7.52
CUST_04058,2024-05-13,6.91
CUST_02806,2024-05-13,67.55
CUST_01595,2024-05-13,23.55
CUST_02539,2024-05-13,135.25
CUST_04180,2024-05-13,67.74
CUST_01198,2024-05-13,2.39
CUST_04284,2024-05-13,18.52
CUST_03127,2024-05-13,6.71
CUST_03783,2024-05-13,18.99
CUST_00721,2024-05-13,27.74
CUST_02642,2024-05-13,97.91
CUST_04300,2024-05-13,12.63
CUST_03384,2024-05-13,8.43
CUST_01074,2024-05-14,30.82
CUST_04339,2024-05-14,39.35
CUST_01532,2024-05-14,13.77
CUST_03543,2024-05-14,10.69
CUST_02061,2024-05-14,6.78
CUST_02703,2024-05-14,15.84
CUST_00815,2024-05-14,19.83
CUST_01158,2024-05-14,34.65
CUST_01170,2024-05-14,16.61
CUST_01909,2024-05-14,29.85
CUST_04112,2024-05-14,6.32
CUST_04607,2024-05-14,16.15
CUST_01786,2024-05-14,137.31
CUST_03836,2024-05-14,7.75
CUST_00598,2024-05-14,3.39
CUST_01701,2024-05-14,8.41
CUST_04762,2024-05-14,13.86
CUST_02370,2024-05-14,88.2
CUST_02165,2024-05-14,11.07
CUST_01195,2024-05-14,20.76
CUST_03927,2024-05-15,90.35
CUST_04185,2024-05-15,29.85
CUST_02608,2024-05-15,44.0
CUST_01466,2024-05-15,37.22
CUST_02806,2024-05-15,31.13
CUST_00143,2024-05-15,10.04
CUST_00027,2024-05-15,8.88
CUST_01620,2024-05-15,19.99
CUST_04519,2024-05-15,96.9
CUST_01507,2024-05-15,41.65
CUST_01591,2024-05-15,82.36
CUST_03221,2024-05-15,26.31
CUST_01340,2024-05-15,11.05
CUST_00663,2024-05-15,64.26
CUST_03582,2024-05-15,33.72
CUST_00998,2024-05-15,18.0
CUST_03139,2024-05-15,68.18
CUST_03793,2024-05-15,64.62
CUST_01016,2024-05-15,21.15
CUST_03169,2024-05-15,3.75
CUST_00385,2024-05-15,29.36
CUST_02089,2024-05-15,90.9
CUST_01541,2024-05-15,5.14
CUST_03245,2024-05-15,12.89
CUST_02529,2024-05-15,21.82
CUST_02579,2024-05-15,29.61
CUST_01430,2024-05-15,15.46
CUST_00333,2024-05-16,17.12
CUST_04652,2024-05-16,1.13
CUST_02098,2024-05-16,66.63
CUST_01012,2024-05-16,40.97
CUST_03953,2024-05-16,33.81
CUST_01009,2024-05-16,23.94
CUST_00740,2024-05-16,164.23
CUST_04300,2024-05-16,19.93
CUST_00872,2024-05-16,11.15
CUST_03988,2024-05-16,21.54
CUST_01186,2024-05-16,10.31
CUST_02421,2024-05-16,19.92
CUST_03429,2024-05-16,7.64
CUST_04449,2024-05-16,10.23
CUST_00630,2024-05-16,7.48
CUST_00705,2024-05-16,3.97
CUST_01730,2024-05-16,37.25
CUST_01692,2024-05-16,45.54
CUST_03783,2024-05-16,53.8
CUST_01172,2024-05-16,25.72
CUST_02731,2024-05-16,6.96
CUST_03913,2024-05-16,32.06
CUST_01650,2024-05-17,99.67
CUST_01644,2024-05-17,17.64
CUST_03705,2024-05-17,4.21
CUST_04634,2024-05-17,26.22
CUST_03209,2024-05-17,40.73
CUST_03384,2024-05-17,24.59
CUST_04885,2024-05-17,13.66
CUST_02676,2024-05-17,5.99
CUST_00491,2024-05-17,19.24
CUST_04025,2024-05-17,12.08
CUST_03327,2024-05-17,35.2
CUST_03813,2024-05-17,80.54
CUST_00183,2024-05-17,8.75
CUST_03113,2024-05-17,5.95
CUST_00642,2024-05-17,9.78
CUST_02905,2024-05-18,238.96
CUST_04141,2024-05-18,12.59
CUST_03466,2024-05-18,4.34
CUST_01919,2024-05-18,82.98
CUST_04116,2024-05-18,12.68
CUST_01949,2024-05-18,17.9
CUST_04276,2024-05-18,16.15
CUST_03919,2024-05-18,24.13
